duration,pkt_count,size_mean,size_std,size_max,size_min,time_mean,time_std,flow_bytes,ratio_up_down,entropy,label,src_ip
0.041237831115722656,321,28992.246105919003,31901.36910183998,65228,68,0.0001288682222366333,0.0003633595605657541,9306511,0.001225050897653436,0.29594240980776976,0,10.5.0.6
0.04753303527832031,300,29366.196666666667,31985.9347039391,65228,68,0.00015897336213485053,0.000787679441084231,8809859,0.001192699836033604,0.2832505786342,0,10.5.0.6
0.043315887451171875,344,28699.33430232558,31875.134751769674,65228,68,0.00012628538615502006,0.0003361383750038796,9872571,0.0012505780792353937,0.28391855096261887,0,10.5.0.6
0.0365450382232666,293,29097.525597269625,31826.625825296123,65228,68,0.00012515424049063906,0.00033794586628264477,8525575,0.001200537570261335,0.2833293133831854,0,10.5.0.6
0.039636850357055664,310,29261.867741935483,31988.970537922232,65228,68,0.00012827459662477562,0.0003448083924327667,9071179,0.0012033849741442753,0.2816582713387777,0,10.5.0.6
0.0010449886322021484,12,1007.25,2185.304216998936,7308,68,9.499896656383167e-05,9.768357645341906e-05,12087,0.049127679888894264,4.670974424496832,0,10.5.0.6
0.0012378692626953125,12,1007.25,2185.304216998936,7308,68,0.0001125335693359375,0.00011002846588481235,12087,0.049127679888894264,4.672225580161571,0,10.5.0.6
0.001049041748046875,12,1007.25,2185.304216998936,7308,68,9.5367431640625e-05,0.0001036822566134034,12087,0.049127679888894264,4.676314163871356,0,10.5.0.6
0.001180887222290039,12,1007.25,2185.304216998936,7308,68,0.000107353383844549,0.00011140367860599058,12087,0.049127679888894264,4.675872394910103,0,10.5.0.6
0.0011360645294189453,12,1007.25,2185.304216998936,7308,68,0.00010327859358354048,0.00011357303545562129,12087,0.049127679888894264,4.674757893118645,0,10.5.0.6
0.001194000244140625,12,1007.25,2185.304216998936,7308,68,0.00010854547674005681,0.0001139661707360501,12087,0.049127679888894264,4.6824758322762605,0,10.5.0.6
0.0012259483337402344,12,1007.25,2185.304216998936,7308,68,0.00011144984852183948,0.00011075975371544806,12087,0.049127679888894264,4.681969889646526,0,10.5.0.6
0.0010349750518798828,12,1007.25,2185.304216998936,7308,68,9.408864107998934e-05,9.296936611402934e-05,12087,0.049127679888894264,4.675864372124678,0,10.5.0.6
0.0012218952178955078,12,1007.25,2185.304216998936,7308,68,0.00011108138344504617,0.00012079461185565465,12087,0.049127679888894264,4.667629251352539,0,10.5.0.6
0.0012729167938232422,12,1007.25,2185.304216998936,7308,68,0.00011571970852938566,0.0001231621580912665,12087,0.049127679888894264,4.671536450071362,0,10.5.0.6
0.0012831687927246094,12,1007.25,2185.304216998936,7308,68,0.00011665170842950994,0.00012539428912431558,12087,0.049127679888894264,4.665012499195148,0,10.5.0.6
0.0013000965118408203,12,1007.25,2185.304216998936,7308,68,0.00011819059198552912,0.00013279512456380383,12087,0.049127679888894264,4.6715286761145345,0,10.5.0.6
0.001146078109741211,12,1007.25,2185.304216998936,7308,68,0.00010418891906738281,0.00011032400098186102,12087,0.049127679888894264,4.674247892685252,0,10.5.0.6
0.0011920928955078125,12,1007.25,2185.304216998936,7308,68,0.00010837208140980114,0.00011603950118168539,12087,0.049127679888894264,4.677289815215712,0,10.5.0.6
0.0011210441589355469,12,1007.25,2185.304216998936,7308,68,0.00010191310535777698,0.00010992266493756486,12087,0.049127679888894264,4.670476386835362,0,10.5.0.6
0.0011670589447021484,12,1007.25,2185.304216998936,7308,68,0.00010609626770019531,0.00012388392552869406,12087,0.049127679888894264,4.668717654232555,0,10.5.0.6
0.0013320446014404297,12,1007.25,2185.304216998936,7308,68,0.0001210949637673118,0.00012856932333385823,12087,0.049127679888894264,4.668442432219783,0,10.5.0.6
0.0012018680572509766,12,1007.25,2185.304216998936,7308,68,0.0001092607324773615,0.00012074423383118335,12087,0.049127679888894264,4.672621895471211,0,10.5.0.6
0.0012578964233398438,12,1007.25,2185.304216998936,7308,68,0.00011435422030362216,0.00012253311836968452,12087,0.049127679888894264,4.677230120324511,0,10.5.0.6
0.0010340213775634766,12,1007.25,2185.304216998936,7308,68,9.40019434148615e-05,0.00010044692013869453,12087,0.049127679888894264,4.673583508734072,0,10.5.0.6
